,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s35,s36,s37,s38,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48,s49,s50,s51,s52,s53,s54,s55,s56,s57,s58,s59,s60,s61,s62,s63,s64,s65,s66,s67,s68,s69,s70,s71,s72,s73,s74,s75,s76,s77,s78,s79,s80,s81,s82,s83,s84,s85,s86,s87,s88,s89,s90,s91,s92,s93,s94,s95,s96,s97,s98,s99,s100,s101,s102,s103,s104,s105,s106,s107,s108,s109,s110,s111,s112,s113,s114,s115,s116,s117,s118,s119,s120
AGAP7,104.2384542,103.4907992,104.8050603,104.4480175,106.4632329,104.6017743,103.0279424,104.9712082,103.9585188,104.4214934,103.8605052,103.7776981,102.1816581,104.3251528,102.3323017,102.56017,102.9675745,103.5071434,101.8516971,105.4624904,103.7370325,103.5586436,103.2360568,103.9399148,106.1989998,104.4379472,103.1541012,104.8439179,105.3800616,102.7868136,104.6319141,103.186235,104.9480222,105.0156053,103.2625128,104.6814125,103.6234264,105.6659278,103.5540765,103.7376684,103.3867176,105.1411998,102.8947026,103.7980403,104.5186492,104.7957882,102.6593754,103.5454304,102.7121987,104.0680074,103.2433537,103.2803421,102.379971,104.6891271,104.0225361,106.1630426,106.039875,103.1331956,104.8798694,102.9178937,103.1497605,102.79757,105.2667141,104.2796823,104.2266648,103.5139368,103.7859338,103.2869093,102.4934446,103.8124129,104.9401966,103.7811727,102.6903022,102.4092064,105.9262568,104.7599401,103.7343367,102.4947957,103.8313103,106.1451728,103.8563922,103.3674313,103.6520761,104.9139403,105.6369946,104.6966721,103.7470514,103.4959161,102.6567787,103.9619438,103.7162468,103.6481683,104.182608,102.7857973,104.0922394,103.6563377,103.1260382,103.5932848,103.743725,104.0180962,104.0473711,103.92724,103.3444825,105.7998625,104.2837912,103.2754026,105.3174821,103.9712418,102.6273524,104.3547902,103.8537951,104.2163122,105.5060776,102.0133331,103.165607,104.9882115,104.3995656,104.1951116,104.6081058,105.7908199
CLDN5,105.5046294,103.4982557,104.0940087,103.9479674,105.3620852,104.6125692,105.4956563,104.5384204,104.6646978,104.1327176,105.229324,103.3028216,104.9998786,105.186986,104.8270464,104.7386042,105.6741172,105.4909286,105.8723952,104.7848543,106.3817318,103.7803261,104.7866028,104.3903789,104.6611856,105.5293875,104.6303393,104.9632449,105.1650055,103.4995429,102.63639,104.3206129,103.5075902,104.5756866,103.8912813,104.1235568,104.2008841,105.5133083,105.4844629,103.641596,106.0176324,103.6712664,104.6650636,104.0798534,105.2479588,103.4185969,105.2268431,103.379353,103.7415384,104.0879028,105.6099673,104.9534263,104.8061835,104.8271361,103.1649056,104.757675,105.575283,105.6498137,104.5087126,104.6517273,101.1591666,104.1369879,105.1892561,104.708753,105.3418532,104.4751797,105.4517458,104.0212974,105.3986719,104.0122836,103.8979219,105.2336346,104.169098,102.8003996,103.4685389,103.4237067,103.8479549,103.490151,104.4968285,105.9545743,103.5589409,104.7077265,104.4720892,105.8492766,102.2408504,103.8722546,102.4835138,104.5170109,106.3882185,104.7186544,102.8326798,105.491172,104.0342164,103.957183,103.0655011,104.9048953,104.0684185,103.5047643,104.6953746,105.4449172,104.1894789,104.867449,105.5698722,104.1266101,104.2155535,104.1871166,103.6330715,103.3832995,105.2360004,103.5813042,102.9696863,103.807002,103.5802789,105.5590586,104.7701459,104.5034765,103.6294372,103.42851,103.1457796,104.8532035
DDT,100.4961945,101.3407886,100.714377,102.2088508,103.8016712,100.2103162,101.4800349,101.4929534,99.54799822,101.6569244,99.34151657,101.298807,101.2497505,101.6190991,100.6615779,99.97911618,101.4075937,101.1371939,100.7147132,102.4284214,99.87243889,99.11524902,100.8479414,100.6712625,102.0075792,101.3807333,101.7386009,99.94815338,99.98247522,102.2288913,100.1841326,100.6078161,101.2150402,100.973577,100.7872578,100.2310892,101.2471461,101.0262433,99.43155576,103.132194,101.6629081,100.7386038,100.6195102,100.2020637,100.3936631,101.5136284,102.262036,102.8874518,98.93218253,102.5188072,100.4175281,101.2061499,102.1152607,102.4043503,100.9400047,99.60789337,99.50009406,101.4776925,100.8924737,98.99347449,100.1966752,99.64771039,100.3659553,102.4178128,100.920458,100.6427568,102.2044429,101.0723366,101.9113729,100.0819857,102.3365778,100.1475592,100.4895452,99.97400278,99.55023506,99.44400196,101.3889089,101.5474428,101.1322477,98.74292276,100.6663722,100.466819,101.0751548,100.7897298,99.63082577,99.49168732,101.2679948,100.018301,100.9070122,101.0776878,100.4317911,99.86517297,99.13499817,98.91612869,102.081389,101.3714299,101.0713644,99.02413745,102.6381103,100.5138795,99.67710499,100.8360916,99.8265829,100.8026874,101.0632369,99.67524284,102.5283517,100.0952462,100.6428586,99.90351187,100.9308284,99.62218613,101.1471915,100.4173523,101.6745043,102.3567241,101.2273559,100.588946,101.2965001,101.1227584
C18orf26,106.2805759,105.1186144,104.0786869,105.9260941,105.4079656,103.7577227,105.6389755,103.6602368,106.8118814,105.1484836,106.2635483,105.207039,105.2371003,106.2359483,107.0635502,105.9095591,105.6495113,106.0416083,104.9990872,105.706144,103.8279147,105.1019451,105.9336337,105.6893616,105.6488343,106.3450446,105.0568704,104.1813417,105.4742373,105.5894987,105.3074706,105.2572656,106.9685597,104.6650383,104.5805321,105.173103,104.9050456,105.5801126,106.9091607,104.9356198,107.5631598,106.3499757,105.2522309,106.6346301,105.4354428,106.3953125,107.2155514,105.3421394,105.0082653,104.2998288,107.2191927,104.7267785,105.8373736,104.278014,105.3125239,105.8720873,106.2462648,106.3563885,105.0426808,104.3865369,107.8806887,106.9683637,104.9834843,104.9113668,106.6180963,103.4671525,105.3123621,105.1572659,106.5882416,105.9460969,106.6010816,105.6565547,106.3389231,106.6725914,105.6873482,106.1375311,104.6901853,104.0936689,105.1236309,105.6946259,105.0062949,107.323043,105.1943961,106.7066672,106.848258,105.1882,104.1386577,105.7489297,104.2246013,104.5246849,103.5812755,104.4978951,105.6017727,105.5825877,104.6215652,106.8752297,105.0151605,106.7276204,105.289473,106.0171957,106.3063882,106.6795192,105.1426656,106.7916139,105.6160677,106.2349195,105.6248008,106.74404,105.57598,104.2154038,104.9919484,104.2085727,106.3432369,105.5824514,104.6717869,106.0582907,104.6652287,105.6920363,104.51793,105.3538032
CPAMD8,101.508349,102.0734504,102.1283273,100.8496496,100.230412,100.2886851,101.7990219,101.4457393,101.8816164,101.7067576,101.3559714,102.8158656,100.7933636,100.5146976,103.1031496,102.3133759,101.3026383,102.2243823,99.86435283,101.4520699,100.3029828,102.0376242,99.66350871,102.7337738,100.3172957,102.4077835,103.4126377,101.2978559,100.5533549,101.9715932,101.4968185,102.3000986,101.3504851,100.3696081,102.7222929,99.35389717,101.3622891,102.1886818,102.2116525,101.4841139,100.5082434,101.2926334,99.25953478,100.5229084,102.165331,101.5041922,102.441766,101.7555359,101.271481,101.1870796,100.9348727,100.8333406,100.8865538,102.1178226,101.6515919,102.665357,101.0068586,100.9491445,101.0553276,100.7867563,101.80735,101.4958348,101.3399478,102.0742964,103.5008927,99.52540939,102.1766511,100.6106101,99.50813933,99.27432477,100.5996004,99.71153713,100.7800576,102.695403,100.8120598,100.3230868,101.3081332,100.5673898,101.5059332,102.0146617,100.4349692,100.01706,101.3474976,102.0923951,100.9227537,101.3832038,101.8140065,102.3923468,100.8360031,101.628494,102.0645444,101.3477215,102.0997143,101.751692,101.5654271,101.3459726,101.645431,101.1075292,100.9283495,101.3016429,100.4344847,101.5516373,99.48492623,100.0993668,102.7262117,100.774211,102.4543887,101.909045,102.815025,100.1504855,101.1615828,102.853872,100.1612901,100.8698672,102.9180577,102.3074886,100.6639894,100.0279127,100.3832863,101.0491516
KBTBD8,106.0434914,104.9518645,105.3134109,106.1225991,105.5044015,104.8388807,106.0951959,106.5750666,104.1667582,104.2572703,104.4046354,103.5066893,104.5067634,106.0688093,107.3086498,105.6730155,104.0136883,105.2473492,105.7602162,104.6193492,105.9448195,105.2477276,105.0160308,105.3903082,106.4869565,105.7572331,107.1060193,105.1472479,107.290716,106.208665,104.9286891,107.1857647,105.580328,105.5525627,106.084238,104.3477624,105.2775585,106.6780947,105.0198615,104.1625793,103.304702,105.7003707,107.6701868,104.7688084,106.5087029,106.224901,105.5667942,106.4184671,104.8867561,104.534394,106.956462,106.3216901,106.1020174,104.6872286,105.0898248,104.7200999,106.3935613,105.707003,105.4020293,104.7672523,106.597048,106.0872471,103.6951168,105.4903543,103.966462,106.9026795,105.8611576,105.6856925,105.1929084,105.3077958,105.9265622,105.5334155,105.0175988,104.8125749,104.2650663,106.8965071,104.2415226,105.9327265,108.2567466,104.9554987,106.809582,106.5848108,104.138431,106.3397029,106.236869,104.6247545,106.4915329,106.3259042,107.6527806,103.8434296,105.9206986,106.7439383,104.0462778,103.9778699,106.2670398,104.7383277,104.3209222,108.4431943,106.1739026,106.0125625,108.4434374,105.3485148,102.9461929,106.1810167,106.1926425,106.7844197,105.8298648,105.3090866,105.3700861,104.7304329,106.3962793,104.6531008,104.9137567,105.5793947,107.1006458,106.486385,104.4914838,106.3622815,104.2133162,105.722546
FAM82A2,107.8565207,109.2294636,108.834758,108.9680657,110.4895707,107.0921612,109.5005925,109.0868727,108.2096795,108.3641069,108.5738059,108.3037779,108.8593841,108.19834,107.5458843,107.7566025,107.2848615,107.9861401,109.6916208,109.026907,110.9210503,107.8117103,108.2712615,107.2684983,109.3084106,108.7297887,107.8769184,108.0408808,107.2824913,108.5603194,108.6880465,108.5311821,107.7074317,108.1478288,107.4740023,107.1840314,109.8621064,109.0953635,107.1068293,108.5325907,108.9214255,109.5841169,107.8307542,107.8062005,110.6701838,106.8104772,107.7142014,109.844412,108.6372014,107.9396709,107.9031,107.1158846,108.1676223,107.4785554,109.5140932,108.41417,108.1708649,107.9561257,108.0583391,108.7891835,108.5734347,108.1818494,109.4139382,108.5805429,110.2381224,108.1494734,109.7506882,110.1887919,108.2772861,110.0683527,108.0286197,107.4739872,107.4904256,107.4545691,107.729381,109.8853903,109.6267473,108.1691183,108.5830909,108.95322,108.3765032,110.1400619,107.3964082,108.3122833,108.6275185,106.7442346,109.5328169,109.5716014,108.9350786,107.5106372,107.1057965,108.6683275,107.1202266,107.4593171,108.4852136,109.8765503,110.0265754,109.666584,108.8165014,109.4716767,108.334751,108.7022987,110.0697643,108.4848622,109.0915879,109.0502904,107.2612845,106.1655788,106.479283,105.9752397,107.383588,108.7176268,109.7806004,108.4126329,107.2782307,107.7561475,109.0643439,109.4510645,108.94803,109.6645674
HCRTR1,102.3185597,104.5133641,105.088969,104.8858473,102.8555455,103.3442368,103.4401175,103.2522297,103.2833839,104.2825133,102.3333503,105.1073714,104.3155383,102.1743442,102.8663848,104.7511586,101.9041484,104.1153729,102.6648813,102.2416419,102.7530209,102.8134539,104.6932315,105.1041517,103.5229998,104.554712,102.041538,103.7784879,105.2140271,103.0873914,103.5035185,103.8093214,102.4641637,103.7244571,104.1570854,103.8526193,103.5841078,105.0886791,105.0398488,102.3493322,102.8071462,103.871,100.9743916,104.1244706,102.9576376,104.5050155,102.5192952,103.9673836,103.792958,105.1326364,104.6513543,102.7116936,103.4147557,104.6525028,105.6363236,103.7917433,102.1407142,103.2113334,104.5323753,105.2108691,104.4094389,102.2342616,101.8559273,103.284666,102.7945999,101.6277339,102.2445449,103.323895,101.7098952,103.2677133,104.9868298,104.0161221,103.4835085,104.1998281,103.1883059,100.6790499,105.8498345,104.7969602,103.950151,104.7431994,103.2430111,103.1927137,103.3047635,103.3312823,103.8789049,104.4849774,101.5552151,103.0032458,103.0829396,102.1188098,103.5064617,105.0410892,103.5941292,104.0618048,102.7092904,104.5199603,103.9098355,105.271078,104.2960162,102.9738604,102.4235566,101.9541926,102.1626792,104.2384788,103.3146105,102.3854156,102.9633492,102.1426875,103.6281121,103.6728766,105.5389552,103.1051877,103.6474742,104.4650257,102.3225517,104.547301,103.4105939,102.458819,103.4554567,104.0425106
C1orf112,110.3795898,107.2272249,109.4572824,108.2518708,109.1342179,108.6801131,109.1651246,109.2465888,109.72389,109.3069201,112.202861,108.5221572,108.4599107,108.5481663,108.9216897,108.1528135,108.7095394,109.6417576,111.0468667,109.4928367,108.7070621,106.8319471,108.5264584,107.00875,108.5536787,108.5121162,108.7761511,109.7831658,110.3126454,107.4035389,108.0365795,108.576784,108.240622,108.8928145,108.4258153,109.6317033,107.7028669,107.9282207,109.1110232,107.5259285,108.3761997,110.4150461,109.5327762,108.8863331,108.6919519,109.0839362,108.885616,109.9079866,109.768559,109.7816803,108.9858935,109.6718257,110.1930583,108.5959017,107.4881936,112.1159172,108.4498177,108.8630686,111.1434845,109.039426,110.1271736,109.2826318,108.568162,109.5726575,109.0223171,110.2025591,108.1286623,107.5198018,110.2285587,109.0799976,110.0091537,107.7512828,109.0836776,108.880029,109.7897908,110.1301975,108.5384906,108.7773514,110.5059962,109.7512774,108.5052086,109.0273164,107.8823542,111.7269957,108.3733546,107.6455172,108.5808887,109.0009055,109.8874265,109.3611464,108.3448978,109.3191487,109.8292066,108.2559922,109.6333861,107.9580375,108.916628,107.8822603,108.594452,107.9974074,107.8719603,110.6207307,109.3587216,109.7326598,110.4922619,107.8111567,109.470078,108.5188673,108.6666377,107.3701677,107.3347832,107.4010919,109.7902731,108.6749204,109.9160965,108.5860229,107.7619683,107.8972136,106.5955247,108.3690272
GSG2,91.71083735,91.23919638,91.45884412,93.56716278,93.17590147,91.67097768,91.25454895,92.65449221,91.70746642,91.75485521,92.87731055,93.46517955,91.87384224,91.56415189,92.08748325,92.98176432,92.94639973,93.10900429,91.4025038,94.09545177,91.98109404,94.1311394,93.57690772,91.31978801,90.87048562,93.12008827,92.95591545,92.13302689,93.09840309,94.17440691,92.27546081,93.6592225,92.50222156,91.68035507,92.78490953,91.47307802,91.95814138,91.97518014,91.85149344,91.35727906,93.42073022,91.11861798,92.3712638,92.59619285,92.2990938,92.47148191,92.06181112,91.95980932,93.53832269,93.75661388,92.5607719,91.5386767,91.58992729,93.78693049,91.79256103,94.13834815,92.34851237,92.04282886,90.58431849,92.20605394,92.44123383,91.17612626,92.20606912,92.22279962,91.72803571,91.96598921,92.18605376,91.46900049,91.61760523,92.87907617,93.48266641,90.64552189,91.47905561,92.98274513,93.34014835,93.28672666,92.19774277,92.47020962,92.50737984,94.57515527,93.08588409,92.42330994,91.8896983,91.71819696,91.19651559,92.89017171,91.01507191,92.70474421,92.40290861,92.89366864,92.40220085,91.67655689,91.90021133,91.21569512,93.35067929,92.47549979,93.14186077,93.30380801,94.50487672,91.18131831,92.23051084,91.23861082,93.43974692,91.53327401,91.43594101,92.08371507,93.44271741,92.20587228,92.67088139,91.90147127,92.36188976,92.57742354,92.26499381,92.23494509,91.65148895,92.44918334,93.93089685,92.6305553,92.75467981,92.37336748
DPPA4,83.1388618,83.586156,83.05488908,82.91163106,83.91043591,82.69013646,81.96232329,83.8388634,85.1953525,84.61465362,83.67051186,83.55532802,83.84904874,84.5444021,83.28500023,85.42311144,83.24318719,84.48824899,82.87916675,84.73978023,84.16771073,83.53418755,83.62427585,83.74721846,82.39160069,83.26283805,82.36996034,83.1704969,83.75976371,83.27469534,83.06878063,83.76236761,83.2916273,82.31377955,84.29471229,83.36520166,85.08822112,82.56986538,84.28564066,84.514299,83.46214616,83.60603127,83.123731,83.69648502,82.16698048,84.05985117,83.65098404,83.46959848,83.15200575,82.78689561,83.62231302,84.68408732,83.11084878,82.97513718,83.44894475,83.7755486,84.14276529,84.2744122,83.90235762,83.19104126,84.8048632,81.573735,83.47352113,84.53233602,84.3908673,82.57038712,80.84554397,83.81263183,84.34627447,83.87892963,83.91001695,83.88283526,83.15082583,83.6112483,84.99867799,83.87658008,82.33156678,85.24289098,83.11962584,84.26656327,84.60499392,83.48653868,84.00799167,84.26919177,84.17312578,82.99621215,84.16279356,84.48630209,83.54859786,83.9071944,83.93590543,83.11721226,82.81382775,83.58144809,82.7287135,85.02172115,84.02491388,83.21456582,82.75934328,83.93046797,82.79247345,84.3332685,83.87692545,83.35217406,82.77065318,82.85165684,84.5362781,82.98319202,82.02024285,83.93505793,82.78966188,83.13500954,84.12970729,83.42027611,84.53951788,83.94803228,83.85340686,84.69673778,83.60112292,85.03250832
CLN3,94.56907897,95.06773547,93.71204016,94.7195331,97.25473313,95.49521818,96.60442977,96.34574092,95.01705222,95.1500717,95.66211444,94.37942523,95.48214657,96.15661746,94.78636737,95.22929616,96.52158606,96.08835491,95.08125959,95.05699889,95.60940504,94.04682265,96.86605883,94.87383823,95.18330611,96.11393973,94.18337789,96.3280098,95.69178322,96.14780727,94.16712588,96.13183544,94.49848038,95.42994066,93.73626762,96.4893146,96.50346581,96.25656463,96.3813996,95.81619516,95.57123587,92.77459462,94.93675371,94.9799871,95.67594626,95.51659414,95.70760771,95.35736588,95.61423725,94.76393451,95.96317841,94.74599463,94.88473602,95.02542881,95.47846813,96.9925508,95.24322941,96.09380988,94.3694566,96.14354401,94.00132764,96.47014981,96.63124696,96.10266058,95.22863453,96.31087245,94.83577136,93.8568073,94.03116475,94.56261876,95.04914377,95.78942999,94.87464219,94.31254999,93.65821272,95.07703175,95.34117798,92.60204948,95.25429515,95.28451101,94.05655724,93.8741757,96.30222962,95.49338321,94.17927477,96.08884698,94.07904589,94.95678149,95.13567561,94.99763363,94.83767121,95.28787446,98.2146675,95.50571844,95.3832371,95.79344071,95.9401823,95.65248088,95.83813682,95.682538,94.88500862,95.74710845,94.85277217,95.98653414,93.86062066,95.01437023,94.9047822,96.13228044,95.68212481,94.89876399,94.69013393,95.16268743,95.2618837,95.52805895,95.93645347,94.9781201,96.61445172,95.47665225,96.30983706,95.49619527
DDX53,132.0858959,132.3482145,131.9901422,133.5866215,130.2239924,132.3618257,131.3365508,132.6316952,132.4931737,133.732073,129.2525682,131.9179135,133.7905238,131.2418004,131.7515606,133.1364814,130.7272043,128.6103337,130.8850517,130.6347776,131.661578,131.3174705,131.2451027,131.7025173,130.3668335,134.4685706,131.0216708,130.8695921,131.3034689,133.4869533,132.4448222,129.655447,131.8130664,131.8903141,131.2776665,131.7809979,129.9687793,130.262108,132.0094205,132.8108566,131.0599315,132.6291423,135.3780222,130.4368545,131.3570281,133.9740035,133.49884,133.1722954,132.8946245,132.0849522,134.4861892,132.4978084,131.3715132,131.1845252,133.1861564,129.7708408,131.554852,130.5399402,130.7483666,132.1364658,133.0768205,130.8416164,135.1858657,133.7762377,130.0153978,131.2493697,130.7400338,133.8009401,129.3645593,131.0920107,130.2051105,131.2282626,131.4674391,129.9847537,134.7300278,131.4971614,130.7627155,130.8595154,129.2751632,132.3876015,132.464798,131.2714709,130.275252,132.0350344,131.3225082,128.6085812,130.7263261,133.303984,132.5975965,133.3692011,130.8864156,130.6691816,130.9549706,130.4447832,130.3982763,133.0293084,133.0398134,132.0192798,131.3480782,132.0763537,130.6497742,132.971276,129.7858228,131.6697494,129.60842,130.926216,133.7054685,131.0937245,127.8063508,132.3994369,130.8533643,131.2061844,132.1227826,132.2683703,134.3031997,132.927347,130.830172,129.9170057,130.6707344,129.7563219
CBWD5,102.0450565,103.4535246,102.0961644,102.5387596,100.3124003,102.2414857,102.3282787,101.3471904,100.4486544,102.2570758,103.0282447,103.0887885,101.4432287,101.7174165,102.2753482,103.2458994,102.8246667,102.0593305,102.4428709,100.7263931,102.407482,102.1813162,100.3713552,102.9311144,101.6644067,102.5214887,101.1919751,102.5054415,101.5349741,102.5820258,101.3466246,102.901358,102.9393898,102.7723617,101.9696616,102.9466939,102.6996032,101.5184362,100.2376571,103.0523899,103.0752757,102.9541966,103.4126025,100.4037839,103.1559931,101.3306839,102.2898512,102.5339636,102.4307086,103.4374367,102.0521576,102.8503406,101.72916,101.1117863,100.9128956,101.8257345,101.2778551,102.8304057,103.4663441,101.1459179,100.9659352,104.1894483,103.1798852,101.1005909,101.9080776,101.7179271,100.7127071,102.4553452,102.2124605,102.9919266,103.2688904,102.8180758,101.520966,102.8881482,102.9367309,100.3229971,102.3820046,103.6764485,103.7753575,100.2324214,102.0499598,102.7383176,101.5877751,101.7901368,102.5733276,103.3636491,102.7631812,102.582824,100.0503943,101.3928223,100.8950605,102.7768412,103.1585454,102.9624936,99.9564153,102.6014169,103.3540086,101.9844694,102.7268797,103.6713613,102.3003237,102.9278487,102.1323858,102.8646423,102.1131769,101.9335134,103.8838797,104.2991715,102.5603872,100.1576714,101.9809695,102.4551176,102.2711579,102.4106246,102.682955,100.9059204,101.9781275,103.2565572,103.2818542,102.3002615
